1,23.9370686,46.1738983,0
2,23.2269108,46.1096242,0
3,23.2311962,46.1075128,0
4,23.59574,46.0926,0
5,23.5511606,47.6624451,0
6,23.0390811,46.3624595,0
7,23.0500995,46.3614285,0
8,23.0459368,46.3625224,0
9,23.04543,46.3657495,0
10,23.0459729,46.3628153,0
11,23.5663758,45.9595588,0
12,23.5684591,45.9516043,0
13,23.5726658,45.9564188,0
14,23.579028,45.9616645,0
15,23.56983,45.95933,0
16,23.5706086,45.952508,0
17,23.364086,45.8368645,0
18,23.7257118,46.3132624,0
19,23.5945062,46.0905762,0
20,23.595237,46.091949,0
21,23.557523,46.070817,0
22,23.5710314,46.0682182,0
23,23.56793,46.07814,0
24,23.5826871,46.0710842,0
25,23.5775152,46.0669705,0
26,23.58752,46.07192,0
27,23.5922599,46.7686641,0
28,23.5733799,46.0690993,0
29,23.55833,46.07249,0
30,23.2822917,46.3806546,0
31,25.3,45.933333,0
32,23.46759,46.4776337,0
33,23.621897,46.1805779,0
34,23.666667,45.883333,0
35,23.8360858,46.1714563,0
36,23.483333,45.933333,0
37,23.678038,46.2024166,0
38,23.1742482,46.2628144,0
39,23.70558,46.36669,0
40,23.8729704,46.2683662,0
41,23.4071412,45.8961864,0
42,23.916667,46.1,0
43,24.0050622,46.0582046,0
44,24.0079666,46.2789943,0
45,23.7201921,45.8593251,0
46,23.8866683,46.0567112,0
47,23.271237,45.9738112,0
48,23.7736605,46.4222271,0
49,23.6444284,46.1352442,0
50,23.5761176,45.8789306,0
51,24.5830613,47.1864923,0
52,23.566412,46.4529846,0
53,23.7384372,45.9747295,0
54,23.9474014,46.1999564,0
55,23.3808632,46.1332492,0
56,22.9435977,46.471209,0
57,25.583333,45.066667,0
58,23.5979985,46.2578567,0
59,22.9684367,46.3944349,0
60,23.6675773,46.006639,0
61,23.7068884,46.3619891,0
62,22.8795192,46.3983543,0
63,22.533,47.317,0
64,22.949039,46.5004707,0
65,23.7367482,46.0721085,0
66,23.666667,46.016667,0
67,27.8060066,46.0626738,0
68,23.0826056,46.3082582,0
69,23.3856994,45.9792909,0
70,23.0276218,46.2561907,0
71,26.15,44.266667,0
72,23.7275736,46.1612206,0
73,23.1021078,46.3787007,0
74,23.3367762,45.9327134,0
75,22.9653161,46.4488841,0
76,23.9308219,46.4065882,0
77,23.52727,46.31562,0
78,23.5121564,46.1438947,0
79,23.7898192,46.0705236,0
80,22.741694,46.471261,0
81,23.5694096,45.5707961,0
82,23.9090347,46.4330282,0
83,23.4864679,45.9920306,0
84,22.8714351,46.4579425,0
85,23.2919376,46.263471,0
86,24.1697793,46.2466621,0
87,24.0021866,46.3386555,0
88,22.8133413,46.45434,0
89,23.5697216,46.1742809,0
90,23.6127549,46.0469649,0
91,23.4122645,46.24447,0
92,23.5556121,46.1558924,0
93,23.565874,46.076715,0
94,23.5870028,46.0871994,0
95,23.5732558,46.0701767,0
96,23.5833929,46.0714362,0
97,23.5812789,46.0672312,0
98,23.5801121,46.0768739,0
99,23.5623677,46.067497,0
100,23.556848,46.069837,0
101,23.5616237,46.065923,0
102,26.0790887,44.4369323,0
103,23.578425,46.0730408,0
104,23.0824202,46.2659645,0
105,23.9279175,46.1802331,0
106,23.9230245,46.1741189,0
107,23.9230262,46.1733013,0
108,23.9275005,46.1781116,0
109,23.8520705,46.3820809,0
110,23.5553865,45.9158631,0
111,23.5790906,45.9615838,0
112,23.416667,46.4,0
113,23.5570581,46.071838,0
114,23.5804117,46.0689653,0
115,23.5640856,46.076955,0
116,21.3085609,46.185305,0
117,23.5638678,46.0665661,0
118,23.7221836,46.3065612,0
119,23.7170293,46.3105224,0
120,23.7612561,46.3051593,0
121,23.7234201,46.3078587,0
122,23.724558,46.3086633,0
123,23.7158577,46.30974,0
124,23.9191904,46.1742607,0
125,23.9188106,46.178377,0
126,23.362885,45.8426781,0
127,23.3770509,46.3260608,0
128,23.6762301,46.2055495,0
129,26.0518035,44.4442547,0
130,23.57726,46.0661141,0
131,23.8467678,46.3891257,0
132,23.5824808,46.0711421,0
133,23.3642197,45.8406479,0
134,23.5799,46.07643,0
135,22.7684396,46.3746225,0
136,23.0826347,46.2651468,0
137,23.0657907,46.2726882,0
138,23.383333,46.466667,0
139,24.1098947,46.2226645,0
140,23.27267,46.3803,0
141,23.924468,46.1792216,0
142,23.3675078,45.8370606,0
143,23.5831051,46.0707411,0
144,23.5820955,46.074437,0
145,23.7967982,44.3096219,0
146,23.5724944,46.0692711,0
147,23.5685,46.0757,0
148,23.5655462,46.0777872,0
149,21.9152516,47.0859127,0
150,23.8500654,46.3972895,0
151,23.5895203,46.0718587,0
152,21.2213,45.7532,0
153,23.56943,46.07516,0
154,23.553427,46.0712715,0
155,23.5610281,45.9595223,0
156,23.573582,45.9568997,0
157,23.7194177,46.3078614,0
158,21.9307036,47.0434589,0
159,23.570158,46.069087,0
160,23.566271,46.0777036,0
161,23.545053,46.0650278,0
162,24.1095044,46.2210642,0
163,23.5655462,46.0777872,0
164,23.5791137,46.0722028,0
165,23.557523,46.070817,0
166,23.5818383,46.069639,0
167,23.5604932,46.0686874,0
168,23.5792228,46.0623086,0
169,23.5600147,46.075088,0
170,23.5830431,46.0737075,0
171,26.1151407,44.4077129,0
172,23.1285,46.10528,0
173,23.88874,46.06199,0
174,23.374295,45.8263559,0
175,23.3607121,45.8437736,0
176,23.3624053,45.8404268,0
177,23.3340047,45.9340444,0
178,23.6251904,46.1788494,0
179,23.4109112,46.2435386,0
180,23.1776971,44.1583439,0
181,23.52011,46.1439,0
182,22.4467205,45.8875699,0
183,23.4832358,45.9938512,0
184,23.39832,45.90695,0
185,23.383333,46.466667,0
186,23.2038901,46.36728,0
187,23.0672548,44.9600583,0
188,23.400677,46.3925141,0
189,23.5670941,45.9577523,0
190,25.339,44.6489,0
191,23.6661078,46.0103584,0
